0	0	0	29.89340172	0
37.42092896	-2.491016388	87.62601471	11.91735606	95.28192052
0	0.8049936891	107.2081299	14.61665418	107.2081299
-177.3117218	1.867652774	66.19273376	13.94486848	189.2641664
-195.5453796	1.644149423	-1.15524435	4.247408372	195.5487921
-3.371294975	1.065555215	289.6850891	15.55204008	289.7047057
-102.4943542	-1.737947106	481.7084656	5.80393762	492.4917649
-550.5636597	-0.2351772338	244.897995	16.07483732	602.573955
-192.2479858	-2.76467061	585.1265869	13.92875335	615.8996759
777.4118042	-1.228878498	54.48995972	13.94730526	779.319106
